"Image_ID","Scene_Type","Objects_Detected","Bounding_Boxes","Confidence"
"IMG_747","Fire Scene","fire","fire:[189.5,105.0,266.5,228.0]","1.0"
"IMG_748","Fire Scene","fire","fire:[164.0,55.5,265.0,223.5]","1.0"
"IMG_749","Fire Scene","fire","fire:[199.5,118.5,259.5,230.5]","1.0"
"IMG_750","Fire Scene","fire","fire:[142.5,68.5,299.5,269.5]","1.0"
"IMG_751","Fire Scene","fire","fire:[167.0,53.5,266.0,225.5]","1.0"
"IMG_752","Fire Scene","fire","fire:[167.5,119.0,272.5,225.0]; fire:[223.5,54.5,273.5,118.5]","1.0"
"IMG_753","Fire Scene","fire","fire:[173.5,46.0,262.5,223.0]","1.0"
"IMG_754","Fire Scene","fire","fire:[181.0,52.0,282.0,226.0]","1.0"
"IMG_755","Fire Scene","fire","fire:[161.0,50.0,288.0,226.0]","1.0"
"IMG_756","Fire Scene","fire","fire:[188.5,112.0,263.5,229.0]","1.0"
"IMG_757","Fire Scene","fire","fire:[176.0,57.5,274.0,227.5]","1.0"
"IMG_758","Fire Scene","fire","fire:[185.5,11.5,264.5,226.5]","1.0"
"IMG_759","Fire Scene","fire","fire:[164.0,119.5,272.0,226.5]; fire:[226.0,58.0,253.0,108.0]","1.0"
"IMG_760","Fire Scene","fire","fire:[165.0,68.0,298.0,272.0]","1.0"
"IMG_761","Fire Scene","fire","fire:[188.5,89.5,265.5,230.5]","1.0"
"IMG_762","Fire Scene","fire","fire:[192.5,108.5,263.5,224.5]","1.0"
"IMG_763","Fire Scene","fire","fire:[192.0,111.0,267.0,228.0]","1.0"
"IMG_764","Fire Scene","fire","fire:[166.5,16.5,267.5,223.5]","1.0"
"IMG_765","Fire Scene","fire","fire:[184.0,107.5,271.0,228.5]","1.0"
"IMG_766","Fire Scene","fire","fire:[169.0,49.5,277.0,227.5]","1.0"
"IMG_767","Fire Scene","fire","fire:[166.5,94.5,276.5,227.5]","1.0"
"IMG_768","Fire Scene","fire","fire:[190.0,82.5,263.0,229.5]","1.0"
"IMG_769","Fire Scene","fire","fire:[155.5,34.0,275.5,224.0]","1.0"
"IMG_770","Fire Scene","fire","fire:[173.5,35.5,268.5,228.5]","1.0"
"IMG_771","Fire Scene","fire","fire:[164.0,117.5,302.0,270.5]","1.0"
"IMG_772","Fire Scene","fire","fire:[162.5,116.0,271.5,223.0]; fire:[227.0,52.5,274.0,120.5]","1.0"
"IMG_773","Fire Scene","fire","fire:[183.5,77.0,270.5,229.0]","1.0"
"IMG_774","Fire Scene","fire","fire:[195.5,101.0,262.5,227.0]","1.0"
"IMG_775","Fire Scene","fire","fire:[166.0,49.0,265.0,228.0]","1.0"
"IMG_776","Fire Scene","fire","fire:[186.5,66.5,263.5,229.5]","1.0"
"IMG_777","Fire Scene","fire","fire:[197.0,114.5,268.0,224.5]","1.0"
"IMG_778","Fire Scene","fire","fire:[186.5,106.5,275.5,229.5]","1.0"
"IMG_779","Fire Scene","fire","fire:[159.0,50.5,270.0,224.5]","1.0"
"IMG_780","Fire Scene","fire","fire:[175.5,51.0,283.5,226.0]","1.0"
"IMG_781","Fire Scene","fire","fire:[133.5,75.5,303.5,269.5]","1.0"
"IMG_782","Fire Scene","fire","fire:[159.5,51.5,288.5,221.5]","1.0"
"IMG_783","Fire Scene","fire","fire:[198.0,110.5,258.0,224.5]","1.0"
"IMG_784","Fire Scene","fire","fire:[187.0,102.5,265.0,225.5]","1.0"
"IMG_785","Fire Scene","fire","fire:[183.0,95.0,266.0,226.0]","1.0"
"IMG_786","Fire Scene","fire","fire:[166.0,25.0,275.0,226.0]","1.0"
"IMG_787","Fire Scene","fire","fire:[184.0,106.5,277.0,224.5]","1.0"
"IMG_788","Fire Scene","fire","fire:[199.5,118.5,260.5,224.5]","1.0"
"IMG_789","Fire Scene","fire","fire:[186.0,104.0,267.0,228.0]","1.0"
"IMG_790","Fire Scene","fire","fire:[185.5,109.5,272.5,229.5]","1.0"
"IMG_791","Fire Scene","fire","fire:[171.0,47.5,263.0,227.5]","1.0"
"IMG_792","Fire Scene","fire","fire:[135.5,5.5,294.5,267.5]","1.0"
"IMG_793","Fire Scene","fire","fire:[169.0,61.0,265.0,227.0]","1.0"
"IMG_794","Fire Scene","fire","fire:[171.0,49.5,265.0,225.5]","1.0"
"IMG_795","Fire Scene","fire","fire:[191.5,78.5,259.5,226.5]","1.0"
"IMG_796","Fire Scene","fire","fire:[185.0,110.0,273.0,227.0]","1.0"
"IMG_797","Fire Scene","fire","fire:[174.5,44.5,270.5,224.5]","1.0"
"IMG_798","Fire Scene","fire","fire:[175.5,39.5,266.5,225.5]","1.0"
"IMG_799","Fire Scene","fire","fire:[166.5,51.5,280.5,221.5]","1.0"
"IMG_800","Fire Scene","fire","fire:[155.5,50.5,269.5,224.5]","1.0"
"IMG_801","Fire Scene","fire","fire:[189.5,98.0,268.5,227.0]","1.0"
"IMG_802","Fire Scene","fire","fire:[166.5,51.0,266.5,223.0]","1.0"
"IMG_803","Fire Scene","fire","fire:[154.0,77.5,302.0,271.5]","1.0"
"IMG_804","Fire Scene","fire","fire:[174.5,46.5,269.5,225.5]","1.0"
"IMG_805","Fire Scene","fire","fire:[193.0,117.0,263.0,227.0]","1.0"
"IMG_806","Fire Scene","fire","fire:[170.5,50.0,267.5,224.0]","1.0"
"IMG_807","Fire Scene","fire","fire:[175.5,50.5,269.5,226.5]","1.0"
"IMG_808","Fire Scene","fire","fire:[186.5,79.0,260.5,223.0]","1.0"
"IMG_809","Fire Scene","fire","fire:[183.0,74.5,272.0,219.5]","1.0"
"IMG_810","Fire Scene","fire","fire:[180.5,58.5,296.5,222.5]","1.0"
"IMG_811","Fire Scene","fire","fire:[165.5,50.5,287.5,220.5]","1.0"
"IMG_812","Fire Scene","fire","fire:[177.5,54.0,268.5,224.0]","1.0"
"IMG_813","Fire Scene","fire","fire:[185.5,95.0,261.5,224.0]","1.0"
"IMG_814","Fire Scene","fire","fire:[127.0,78.5,302.0,266.5]","1.0"
"IMG_815","Fire Scene","fire","fire:[177.0,53.0,274.0,226.0]","1.0"
"IMG_816","Fire Scene","fire","fire:[190.0,67.5,269.0,223.5]","1.0"
"IMG_817","Fire Scene","fire","fire:[166.5,118.0,271.5,222.0]; fire:[227.0,50.0,319.0,118.0]","1.0"
"IMG_818","Fire Scene","fire","fire:[172.5,48.5,269.5,223.5]","1.0"
"IMG_819","Fire Scene","fire","fire:[166.0,50.0,281.0,222.0]","1.0"
"IMG_820","Fire Scene","fire","fire:[191.0,90.5,259.0,223.5]","1.0"
"IMG_821","Fire Scene","fire","fire:[192.5,108.0,262.5,225.0]","1.0"
"IMG_822","Fire Scene","fire","fire:[172.5,50.5,271.5,223.5]","1.0"
"IMG_823","Fire Scene","fire","fire:[158.0,52.5,271.0,225.5]","1.0"
"IMG_824","Fire Scene","fire","fire:[164.5,51.5,276.5,225.5]","1.0"
"IMG_825","Fire Scene","fire","fire:[157.5,79.0,291.5,266.0]","1.0"
"IMG_826","Fire Scene","fire","fire:[101.0,6.0,311.0,271.0]","1.0"
"IMG_827","Fire Scene","fire","fire:[188.5,107.0,265.5,226.0]","1.0"
"IMG_828","Fire Scene","fire","fire:[172.5,50.5,279.5,223.5]","1.0"
"IMG_829","Fire Scene","fire","fire:[167.0,51.5,287.0,221.5]","1.0"
"IMG_830","Fire Scene","fire","fire:[160.0,116.0,281.0,220.0]; fire:[225.5,54.0,279.5,120.0]","1.0"
"IMG_831","Fire Scene","fire","fire:[166.0,50.5,276.0,225.5]","1.0"
"IMG_832","Fire Scene","fire","fire:[164.0,50.5,308.0,223.5]","1.0"
"IMG_833","Fire Scene","fire","fire:[160.0,53.0,298.0,221.0]","1.0"
"IMG_834","Fire Scene","fire","fire:[181.0,53.0,285.0,223.0]","1.0"
"IMG_835","Fire Scene","fire","fire:[201.5,85.0,267.5,222.0]","1.0"
"IMG_836","Fire Scene","fire","fire:[152.0,57.5,299.0,267.5]","1.0"
"IMG_837","Fire Scene","fire","fire:[188.0,94.5,269.0,220.5]","1.0"
"IMG_838","Fire Scene","fire","fire:[187.0,103.0,272.0,229.0]","1.0"
"IMG_839","Fire Scene","fire","fire:[196.0,78.0,267.0,223.0]","1.0"
"IMG_840","Fire Scene","fire","fire:[183.0,68.5,269.0,225.5]","1.0"
"IMG_841","Fire Scene","fire","fire:[163.5,50.0,277.5,224.0]","1.0"
"IMG_842","Fire Scene","fire","fire:[186.0,52.0,284.0,222.0]","1.0"
"IMG_843","Fire Scene","fire","fire:[200.5,115.0,264.5,222.0]","1.0"
"IMG_844","Fire Scene","fire","fire:[183.0,53.0,271.0,222.0]","1.0"
"IMG_845","Fire Scene","fire","fire:[173.5,53.5,274.5,224.5]","1.0"
"IMG_846","Fire Scene","fire","fire:[131.0,13.5,316.0,267.5]","1.0"
"IMG_847","Fire Scene","fire","fire:[163.5,81.5,298.5,264.5]","1.0"
"IMG_848","Fire Scene","fire","fire:[165.0,9.0,299.0,267.0]","1.0"
"IMG_849","Fire Scene","fire","fire:[144.0,87.0,297.0,266.0]","1.0"
"IMG_850","Fire Scene","fire","fire:[139.0,77.5,294.0,263.5]","1.0"
"IMG_851","Fire Scene","fire","fire:[153.5,26.0,301.5,263.0]","1.0"
"IMG_852","Fire Scene","fire","fire:[168.0,57.5,294.0,265.5]","1.0"
"IMG_853","Fire Scene","fire","fire:[167.5,88.0,296.5,268.0]","1.0"
"IMG_854","Fire Scene","fire","fire:[175.5,93.0,299.5,264.0]","1.0"
"IMG_855","Fire Scene","fire","fire:[157.0,44.0,307.0,267.0]","1.0"
"IMG_856","Fire Scene","fire","fire:[158.5,92.0,305.5,265.0]","1.0"
"IMG_857","Fire Scene","fire","fire:[175.0,92.0,290.0,264.0]","1.0"
"IMG_858","Fire Scene","fire","fire:[150.0,94.5,306.0,261.5]","1.0"
"IMG_859","Fire Scene","fire","fire:[144.0,80.0,292.0,260.0]","1.0"
"IMG_860","Fire Scene","fire","fire:[148.0,98.0,299.0,259.0]","1.0"
"IMG_861","Fire Scene","fire","fire:[179.5,98.0,295.5,262.0]","1.0"
"IMG_862","Fire Scene","fire","fire:[227.5,1.5,319.5,27.5]; fire:[151.5,39.5,290.5,258.5]","1.0"
"IMG_863","Fire Scene","fire","fire:[212.5,0.0,285.5,30.0]; fire:[145.0,100.0,290.0,258.0]","1.0"
"IMG_864","Fire Scene","fire","fire:[178.0,72.5,287.0,257.5]; fire:[227.5,2.0,295.5,45.0]","1.0"
"IMG_865","Fire Scene","fire","fire:[146.0,101.5,295.0,256.5]; fire:[221.0,47.5,311.0,101.5]","1.0"
"IMG_866","Fire Scene","fire","fire:[105.5,45.5,319.5,268.5]","1.0"
"IMG_867","Fire Scene","fire","fire:[166.0,0.0,301.0,256.0]","1.0"
"IMG_868","Fire Scene","fire","fire:[163.5,9.5,290.5,261.5]","1.0"
"IMG_869","Fire Scene","fire","fire:[135.5,37.5,284.5,255.5]","1.0"
"IMG_870","Fire Scene","fire","fire:[150.5,9.0,283.5,256.0]","1.0"
"IMG_871","Fire Scene","fire","fire:[167.0,9.0,332.0,254.0]","1.0"
"IMG_872","Fire Scene","fire","fire:[161.0,68.0,293.0,253.0]","1.0"
"IMG_873","Fire Scene","fire","fire:[165.0,107.0,286.0,257.0]","1.0"
"IMG_874","Fire Scene","fire","fire:[173.5,100.5,283.5,256.5]","1.0"
"IMG_875","Fire Scene","fire","fire:[172.5,3.5,283.5,254.5]","1.0"
"IMG_876","Fire Scene","fire","fire:[177.0,1.5,288.0,253.5]","1.0"
"IMG_877","Fire Scene","fire","fire:[152.0,39.0,309.0,276.0]","1.0"
"IMG_878","Fire Scene","fire","fire:[179.0,91.0,275.0,256.0]","1.0"
"IMG_879","Fire Scene","fire","fire:[149.5,27.0,285.5,252.0]","1.0"
"IMG_880","Fire Scene","fire","fire:[195.5,112.5,274.5,252.5]","1.0"
"IMG_881","Fire Scene","fire","fire:[171.0,85.5,285.0,251.5]","1.0"
"IMG_882","Fire Scene","fire","fire:[157.0,107.0,289.0,251.0]","1.0"
"IMG_883","Fire Scene","fire","fire:[180.0,107.5,273.0,254.5]","1.0"
"IMG_884","Fire Scene","fire","fire:[165.5,55.0,274.5,249.0]","1.0"
"IMG_885","Fire Scene","fire","fire:[170.0,110.0,279.0,249.0]","1.0"
"IMG_886","Fire Scene","fire","fire:[163.5,96.0,280.5,249.0]","1.0"
"IMG_887","Fire Scene","fire","fire:[157.5,89.5,286.5,245.5]; fire:[222.5,0.0,301.5,51.0]","1.0"
"IMG_888","Fire Scene","fire","fire:[146.0,49.0,305.0,272.0]","1.0"
"IMG_889","Fire Scene","fire","fire:[151.0,47.5,275.0,246.5]","1.0"
"IMG_890","Fire Scene","fire","fire:[151.0,31.5,296.0,245.5]","1.0"
"IMG_891","Fire Scene","fire","fire:[155.5,114.0,278.5,243.0]","1.0"
"IMG_892","Fire Scene","fire","fire:[162.5,56.0,304.5,246.0]","1.0"
"IMG_893","Fire Scene","fire","fire:[161.0,41.5,283.0,245.5]","1.0"
"IMG_894","Fire Scene","fire","fire:[156.0,70.0,279.0,240.0]","1.0"
"IMG_895","Fire Scene","fire","fire:[165.0,89.5,281.0,243.5]","1.0"
"IMG_896","Fire Scene","fire","fire:[173.0,120.0,270.0,239.0]","1.0"
"IMG_897","Fire Scene","fire","fire:[183.5,121.5,271.5,240.5]","1.0"
"IMG_898","Fire Scene","fire","fire:[168.5,75.5,275.5,243.5]","1.0"
"IMG_899","Fire Scene","fire","fire:[154.5,55.0,302.5,271.0]","1.0"
"IMG_900","Fire Scene","fire","fire:[178.5,47.0,286.5,239.0]","1.0"
"IMG_901","Fire Scene","fire","fire:[173.5,118.5,268.5,240.5]","1.0"
"IMG_902","Fire Scene","fire","fire:[170.5,121.5,273.5,240.5]","1.0"
"IMG_903","Fire Scene","fire","fire:[172.0,118.0,276.0,239.0]","1.0"
"IMG_904","Fire Scene","fire","fire:[189.0,94.5,267.0,236.5]","1.0"
"IMG_905","Fire Scene","fire","fire:[167.5,121.0,267.5,241.0]","1.0"
"IMG_906","Fire Scene","fire","fire:[191.5,124.5,267.5,239.5]","1.0"
"IMG_907","Fire Scene","fire","fire:[191.5,122.5,266.5,240.5]","1.0"
"IMG_908","Fire Scene","fire","fire:[183.5,120.0,267.5,239.0]","1.0"
"IMG_909","Fire Scene","fire","fire:[173.0,123.5,266.0,237.5]","1.0"
"IMG_910","Fire Scene","fire","fire:[123.5,16.0,309.5,274.0]","1.0"
"IMG_911","Fire Scene","fire","fire:[161.5,121.5,270.5,235.5]","1.0"
"IMG_912","Fire Scene","fire","fire:[188.5,120.0,266.5,243.0]","1.0"
"IMG_913","Fire Scene","fire","fire:[166.5,65.0,272.5,236.0]","1.0"
"IMG_914","Fire Scene","fire","fire:[168.0,52.5,284.0,235.5]","1.0"
"IMG_915","Fire Scene","fire","fire:[161.0,69.5,274.0,234.5]","1.0"
"IMG_916","Fire Scene","fire","fire:[186.0,97.5,272.0,238.5]","1.0"
"IMG_917","Fire Scene","fire","fire:[178.0,53.0,275.0,233.0]","1.0"
"IMG_918","Fire Scene","fire","fire:[166.5,57.5,269.5,232.5]","1.0"
"IMG_919","Fire Scene","fire","fire:[162.5,70.5,273.5,231.5]","1.0"
"IMG_920","Fire Scene","fire","fire:[227.5,81.5,295.5,120.5]; fire:[166.0,120.5,277.0,232.5]","1.0"
"IMG_921","Fire Scene","fire","fire:[152.0,127.5,305.0,275.5]","1.0"
"IMG_922","Fire Scene","fire","fire:[182.5,72.0,265.5,236.0]","1.0"
"IMG_923","Fire Scene","fire","fire:[181.5,97.5,266.5,234.5]","1.0"
"IMG_924","Fire Scene","fire","fire:[184.5,115.0,276.5,232.0]","1.0"
"IMG_925","Fire Scene","fire","fire:[174.0,37.5,271.0,231.5]","1.0"
"IMG_926","Fire Scene","fire","fire:[188.0,105.5,274.0,230.5]","1.0"
"IMG_927","Fire Scene","fire","fire:[182.0,100.0,274.0,229.0]","1.0"
"IMG_928","Fire Scene","fire","fire:[168.0,66.5,270.0,227.5]","1.0"
"IMG_929","Fire Scene","fire","fire:[163.5,51.5,274.5,228.5]","1.0"
"IMG_930","Fire Scene","fire","fire:[181.5,88.5,265.5,233.5]","1.0"
"IMG_931","Fire Scene","fire","fire:[170.0,55.5,285.0,224.5]","1.0"
"IMG_932","Fire Scene","fire","fire:[129.0,52.0,305.0,271.0]","1.0"
"IMG_933","Fire Scene","fire","fire:[173.0,51.5,281.0,223.5]","1.0"
"IMG_934","Fire Scene","fire","fire:[183.5,23.0,306.5,233.0]","1.0"
"IMG_935","Fire Scene","fire","fire:[177.0,24.0,325.0,233.0]","1.0"
"IMG_936","Fire Scene","fire","fire:[181.5,60.0,295.5,231.0]","1.0"
"IMG_937","Fire Scene","fire","fire:[187.5,26.5,300.5,228.5]","1.0"
"IMG_938","Fire Scene","fire","fire:[200.5,73.5,279.5,230.5]","1.0"
"IMG_939","Fire Scene","fire","fire:[172.5,4.0,307.5,232.0]; fire:[369.5,66.5,369.5,66.5]","1.0"
"IMG_940","Fire Scene","fire","fire:[187.0,18.5,324.0,234.5]","1.0"
"IMG_941","Fire Scene","fire","fire:[180.5,12.5,326.5,233.5]","1.0"
"IMG_942","Fire Scene","fire","fire:[187.5,12.5,322.5,234.5]","1.0"
"IMG_943","Fire Scene","fire","fire:[197.0,77.5,288.0,232.5]","1.0"
"IMG_944","Fire Scene","fire","fire:[192.0,52.5,282.0,225.5]","1.0"
"IMG_945","Fire Scene","fire","fire:[151.5,11.5,327.5,229.5]","1.0"
"IMG_946","Fire Scene","fire","fire:[189.5,22.5,310.5,230.5]","1.0"
"IMG_947","Fire Scene","fire","fire:[172.5,15.0,311.5,234.0]","1.0"
"IMG_948","Fire Scene","fire","fire:[165.0,17.5,330.0,227.5]","1.0"
"IMG_949","Fire Scene","fire","fire:[184.5,30.0,334.5,236.0]","1.0"
"IMG_950","Fire Scene","fire","fire:[187.0,31.0,314.0,226.0]","1.0"
"IMG_951","Fire Scene","fire","fire:[157.0,124.5,318.0,225.5]; fire:[234.5,23.5,306.5,123.5]","1.0"
"IMG_952","Fire Scene","fire","fire:[167.0,125.5,310.0,232.5]; fire:[229.5,33.0,328.5,129.0]","1.0"
"IMG_953","Fire Scene","fire","fire:[180.0,96.5,324.0,227.5]","1.0"
"IMG_954","Fire Scene","fire","fire:[186.5,67.5,304.5,226.5]","1.0"
"IMG_955","Fire Scene","fire","fire:[184.5,85.5,276.5,227.5]","1.0"
"IMG_956","Fire Scene","fire","fire:[185.5,18.5,342.5,232.5]","1.0"
"IMG_957","Fire Scene","fire","fire:[198.5,63.0,329.5,234.0]","1.0"
"IMG_958","Fire Scene","fire","fire:[171.5,125.0,296.5,230.0]; fire:[227.5,16.5,348.5,123.5]","1.0"
"IMG_959","Fire Scene","fire","fire:[169.5,29.0,347.5,231.0]","1.0"
"IMG_960","Fire Scene","fire","fire:[185.0,97.0,313.0,232.0]","1.0"
"IMG_961","Fire Scene","fire","fire:[208.0,124.0,282.0,236.0]","1.0"
"IMG_962","Fire Scene","fire","fire:[197.0,64.5,299.0,233.5]","1.0"
"IMG_963","Fire Scene","fire","fire:[199.5,111.0,291.5,231.0]","1.0"
"IMG_964","Fire Scene","fire","fire:[193.0,74.0,312.0,232.0]","1.0"
"IMG_965","Fire Scene","fire","fire:[172.5,49.0,278.5,220.0]","1.0"
"IMG_966","Fire Scene","fire","fire:[205.5,122.0,292.5,230.0]","1.0"
"IMG_967","Fire Scene","fire","fire:[184.5,40.0,305.5,231.0]","1.0"
"IMG_968","Fire Scene","fire","fire:[190.0,67.5,299.0,234.5]","1.0"
"IMG_969","Fire Scene","fire","fire:[189.5,7.5,323.5,233.5]","1.0"
"IMG_970","Fire Scene","fire","fire:[169.5,18.5,327.5,232.5]","1.0"
"IMG_971","Fire Scene","fire","fire:[178.5,17.5,355.5,233.5]","1.0"
"IMG_972","Fire Scene","fire","fire:[194.5,91.5,292.5,239.5]","1.0"
"IMG_973","Fire Scene","fire","fire:[175.0,126.0,283.0,229.0]; fire:[230.0,3.0,330.0,127.0]","1.0"
"IMG_974","Fire Scene","fire","fire:[188.5,1.5,321.5,233.5]","1.0"
"IMG_975","Fire Scene","fire","fire:[193.0,94.5,269.0,225.5]","1.0"
"IMG_976","Fire Scene","fire","fire:[195.0,16.0,322.0,233.0]","1.0"
"IMG_977","Fire Scene","fire","fire:[169.0,4.5,334.0,232.5]","1.0"
"IMG_978","Fire Scene","fire","fire:[203.0,124.0,285.0,230.0]","1.0"
"IMG_979","Fire Scene","fire","fire:[177.5,10.0,311.5,233.0]","1.0"
"IMG_980","Fire Scene","fire","fire:[181.5,4.0,312.5,237.0]","1.0"
"IMG_981","Fire Scene","fire","fire:[178.0,1.5,329.0,229.5]","1.0"
"IMG_982","Fire Scene","fire","fire:[176.5,15.0,339.5,237.0]","1.0"
"IMG_983","Fire Scene","fire","fire:[195.0,9.0,313.0,236.0]","1.0"
"IMG_984","Fire Scene","fire","fire:[199.5,69.0,313.5,240.0]","1.0"
"IMG_985","Fire Scene","fire","fire:[179.5,86.5,302.5,238.5]","1.0"
"IMG_986","Fire Scene","fire","fire:[174.5,117.0,274.5,224.0]; fire:[229.0,53.0,304.0,120.0]","1.0"
"IMG_987","Fire Scene","fire","fire:[177.0,74.5,302.0,243.5]","1.0"
"IMG_988","Fire Scene","fire","fire:[198.5,87.5,291.5,244.5]","1.0"
"IMG_989","Fire Scene","fire","fire:[190.0,6.5,314.0,240.5]","1.0"
"IMG_990","Fire Scene","fire","fire:[187.5,1.5,311.5,242.5]","1.0"
"IMG_991","Fire Scene","fire","fire:[187.5,96.0,291.5,249.0]","1.0"
"IMG_992","Fire Scene","fire","fire:[166.0,8.0,316.0,245.0]","1.0"
"IMG_993","Fire Scene","fire","fire:[195.5,30.5,320.5,247.5]","1.0"
"IMG_994","Fire Scene","fire","fire:[181.5,23.5,306.5,248.5]","1.0"
"IMG_995","Fire Scene","fire","fire:[182.0,14.5,332.0,250.5]","1.0"
"IMG_996","Fire Scene","fire","fire:[186.0,110.0,275.0,230.0]","1.0"
"IMG_997","Fire Scene","fire","fire:[186.5,12.0,335.5,253.0]","1.0"
"IMG_998","Fire Scene","fire","fire:[193.0,100.5,288.0,251.5]","1.0"
"IMG_999","Fire Scene","fire","fire:[194.0,108.5,278.0,251.5]","1.0"
"IMG_1000","Fire Scene","fire","fire:[197.5,16.0,337.5,248.0]","1.0"
"IMG_1001","Fire Scene","fire","fire:[188.0,28.5,311.0,256.5]","1.0"
"IMG_1002","Fire Scene","fire","fire:[171.5,27.5,294.5,255.5]","1.0"
"IMG_1003","Fire Scene","fire","fire:[189.0,125.0,298.0,254.0]","1.0"
"IMG_1004","Fire Scene","fire","fire:[161.5,16.5,291.5,250.5]","1.0"
"IMG_1005","Fire Scene","fire","fire:[183.0,14.5,313.0,257.5]","1.0"
"IMG_1006","Fire Scene","fire","fire:[174.0,12.0,310.0,249.0]","1.0"
"IMG_1007","Fire Scene","fire","fire:[178.0,18.0,310.0,257.0]","1.0"
"IMG_1008","Fire Scene","fire","fire:[185.0,17.0,317.0,258.0]","1.0"
"IMG_1009","Fire Scene","fire","fire:[186.5,112.5,279.5,259.5]","1.0"
"IMG_1010","Fire Scene","fire","fire:[197.5,15.0,292.5,260.0]","1.0"
"IMG_1011","Fire Scene","fire","fire:[179.5,11.0,315.5,258.0]","1.0"
"IMG_1012","Fire Scene","fire","fire:[199.5,9.5,286.5,256.5]","1.0"
"IMG_1013","Fire Scene","fire","fire:[168.0,153.0,285.0,256.0]; fire:[234.0,7.5,316.0,150.5]","1.0"
"IMG_1014","Fire Scene","fire","fire:[149.5,3.0,306.5,257.0]","1.0"
"IMG_1015","Fire Scene","fire","fire:[194.5,31.0,315.5,258.0]","1.0"
"IMG_1016","Fire Scene","fire","fire:[166.5,51.0,295.5,222.0]","1.0"
"IMG_1017","Fire Scene","fire","fire:[171.5,122.0,276.5,261.0]; fire:[226.5,1.5,321.5,126.5]","1.0"
"IMG_1018","Fire Scene","fire","fire:[176.0,15.0,313.0,258.0]","1.0"
"IMG_1019","Fire Scene","fire","fire:[178.5,4.0,318.5,256.0]","1.0"
"IMG_1020","Fire Scene","fire","fire:[183.0,0.0,316.0,258.0]","1.0"
"IMG_1021","Fire Scene","fire","fire:[156.0,0.0,319.0,259.0]","1.0"
"IMG_1022","Fire Scene","fire","fire:[173.0,29.5,303.0,259.5]","1.0"
"IMG_1023","Fire Scene","fire","fire:[188.5,119.5,289.5,265.5]","1.0"
"IMG_1024","Fire Scene","fire","fire:[181.0,10.0,310.0,258.0]","1.0"
"IMG_1025","Fire Scene","fire","fire:[194.0,109.0,283.0,259.0]","1.0"
"IMG_1026","Fire Scene","fire","fire:[206.0,98.0,274.0,256.0]","1.0"
"IMG_1027","Fire Scene","fire","fire:[189.5,125.0,279.5,263.0]","1.0"
"IMG_1028","Fire Scene","fire","fire:[186.5,80.5,301.5,262.5]","1.0"
"IMG_1029","Fire Scene","fire","fire:[195.0,9.0,296.0,258.0]","1.0"
"IMG_1030","Fire Scene","fire","fire:[193.5,23.0,308.5,259.0]","1.0"
"IMG_1031","Fire Scene","fire","fire:[196.5,7.0,310.5,258.0]","1.0"
"IMG_1032","Fire Scene","fire","fire:[188.5,1.5,317.5,253.5]","1.0"
"IMG_1033","Fire Scene","fire","fire:[182.5,1.5,303.5,257.5]","1.0"
"IMG_1034","Fire Scene","fire","fire:[190.5,129.5,278.5,264.5]","1.0"
"IMG_1035","Fire Scene","fire","fire:[177.0,19.0,327.0,258.0]","1.0"
"IMG_1036","Fire Scene","fire","fire:[181.0,3.0,312.0,261.0]","1.0"
"IMG_1037","Fire Scene","fire","fire:[177.0,49.5,284.0,224.5]","1.0"
"IMG_1038","Fire Scene","fire","fire:[177.5,53.0,276.5,224.0]","1.0"
"IMG_1039","Fire Scene","fire","fire:[173.0,9.0,318.0,259.0]","1.0"
"IMG_1040","Fire Scene","fire","fire:[203.5,90.5,278.5,258.5]","1.0"
"IMG_1041","Fire Scene","fire","fire:[178.5,4.0,325.5,257.0]","1.0"
"IMG_1042","Fire Scene","fire","fire:[165.0,153.0,282.0,256.0]; fire:[234.0,7.5,319.0,123.5]","1.0"
"IMG_1043","Fire Scene","fire","fire:[184.0,133.0,291.0,261.0]","1.0"
"IMG_1044","Fire Scene","fire","fire:[171.5,5.0,322.5,259.0]","1.0"
"IMG_1045","Fire Scene","fire","fire:[178.5,9.5,301.5,260.5]","1.0"
"IMG_1046","Fire Scene","fire","fire:[180.0,9.5,320.0,260.5]","1.0"
"IMG_1047","Fire Scene","fire","fire:[181.5,1.5,319.5,261.5]","1.0"
"IMG_1048","Fire Scene","fire","fire:[183.5,48.5,280.5,227.5]","1.0"
"IMG_1049","Fire Scene","fire","fire:[191.5,78.0,300.5,267.0]","1.0"
"IMG_1050","Fire Scene","fire","fire:[184.0,95.5,293.0,263.5]","1.0"
"IMG_1051","Fire Scene","fire","fire:[200.5,83.0,281.5,259.0]","1.0"
"IMG_1052","Fire Scene","fire","fire:[192.5,6.0,315.5,260.0]","1.0"
"IMG_1053","Fire Scene","fire","fire:[198.0,106.5,278.0,260.5]","1.0"
"IMG_1054","Fire Scene","fire","fire:[193.0,110.5,279.0,253.5]","1.0"
"IMG_1055","Fire Scene","fire","fire:[187.0,89.5,298.0,257.5]","1.0"
"IMG_1056","Fire Scene","fire","fire:[185.0,93.5,282.0,252.5]","1.0"
"IMG_1057","Fire Scene","fire","fire:[206.5,0.0,299.5,258.0]","1.0"
"IMG_1058","Fire Scene","fire","fire:[169.5,152.0,291.5,255.0]; fire:[229.0,6.0,307.0,154.0]","1.0"
"IMG_1059","Fire Scene","fire","fire:[166.5,51.0,285.5,222.0]","1.0"
